# provenance
# target	aptus data-acquisition brief target 3 — what SAP does NOT support (negative evidence register)
# source	help.sap.com, product SAP S/4HANA Cloud Public Edition, version 2608.500, state PRODUCTION
# source_url	one per row, in the source_url column; every row cites the exact topic it was read from
# access_method	anonymous reads of help.sap.com's own published content service (http.svc/deliverableMetadata, http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# deliverables_read	55 (40 country/region localisation deliverables including Malaysia, plus SAP Document and Reporting Compliance, Country/Region-Specific Functions, Extend and Integrate, Extensibility for Electronic Document Processing, SAP Intelligent Real Estate, Manage, Protect, International Trade, Finance, Contract Accounting, Public Sector, Banking, Insurance, Oil & Gas, and the 3-system-landscape migration troubleshooting guide)
# topics_read	13176 listed in those deliverables' tables of contents; 12959 returned a body
# statements_found	659 sentences matched the negation patterns; 539 kept after the filters below
# extraction_rule	sentence-level. A sentence is kept when it contains one of: is/are/was/were/can/could/will/would/shall/may/might/do/does/did/has/have + not + (supported|available|released|possible|permitted|allowed|covered|provided|delivered|offered); does/do not support; is/are unsupported; not supported by/for/in/with/on; no plans/support to/for; out of scope; is not part of; is/are excluded from; is/are not in scope.
# filter_rule	dropped 90 sentences opening with a conditional connector (If/When/Unless/Since/Because/While/Although/In case/...) and 20 whose negated subject is itself a conditional clause, because those state a condition rather than a product limitation; dropped 4 affirmative sentences ("You can ...") whose negation sits in a parenthetical relative clause; dropped 1 describing a transient example state; dropped 5 whose subject could not be isolated.
# column_source	capability=the title of the SAP topic the sentence was read from, verbatim. It is SAP's heading, NOT an aptus classification.
# column_source	scope_item_ids=scope item codes appearing IN THE SENTENCE ITSELF and present in the 2608 scope item set (sap-references/2608 Scope sheet, plus the codes in the published Available Interfaces table). Empty on most rows because SAP writes these statements about features, not scope items — an empty cell is not a claim that no scope item is affected.
# column_source	country=the country/region deliverable the topic belongs to; where the topic is not in a country deliverable, a country named explicitly in the sentence. Empty means the statement is product-wide or SAP did not name a country.
# column_source	what_is_not_supported=mechanically extracted from SAP's own sentence: the text preceding the negation verb, after the last connector (however/but/although/while/;/because/since/therefore) and with a leading conjunction stripped. Where nothing precedes the negation, the text following it is used. No wording was added.
# column_source	sap_statement_verbatim=the sentence exactly as SAP published it, whitespace-normalised only. Never softened, never paraphrased, never turned into a caveat.
# column_source	source_type=Help on every row. SAP Notes and Knowledge Base Articles live behind authentication on me.sap.com and were NOT read in this pass, so the KBA and Note families named in the brief are still unharvested — this file is the Help-portal slice of the register, not the register.
# column_source	source_id=the SAP loio, SAP's own stable document id for the topic
# column_source	released_on=empty on every row: help.sap.com publishes a content release (2608) for the document, not a release date for the individual statement. The release for every row in this file is 2608.
# column_source	future_support_stated=a clause from the same or the next sentence in which SAP says something about future support (no plans / not planned / in a future release / currently not / as of now / not yet), verbatim. Empty means SAP said nothing about the future there, NOT that support is planned.
# completeness	floor, and deliberately so. 55 of the product's deliverables were read, chosen because localisation and compliance content is where exclusions are stated; the other ~76 discovered deliverables and every deliverable outside this product were not read. The register is a lower bound on published exclusions, not a census.
# known_gap	the brief's own example — the Real Estate (RE-FX) invoice exclusion from the Malaysian e-invoice solution — is NOT in this file. It was not found on any help.sap.com page reachable without authentication in this pass. It is the class of statement SAP publishes in a KBA, and KBAs need a signed-in me.sap.com session. That gap is stated rather than filled.
# countries_covered	Austria=6, Belgium=4, Brazil=12, Chile=3, China=8, Colombia=9, Croatia=6, Czech Republic=2, Denmark=4, Egypt=4, Finland=2, France=5, Greece=5, Hungary=11, India=26, Ireland=6, Italy=10, Kazakhstan=4, Luxembourg=2, Malaysia=11, Mexico=11, Netherlands=5, Peru=6, Poland=19, Portugal=16, Romania=14, Slovakia=4, Slovenia=2, South Korea=8, Spain=8, Sweden=5, Switzerland=4, Taiwan=3, Thailand=4, Turkey=2, Ukraine=2, United Kingdom=7, United States=15
# rows_without_country	264
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated.
capability	scope_item_ids	country	what_is_not_supported	sap_statement_verbatim	source_type	source_id	source_url	released_on	future_support_stated
General Configuration for Read Access Logging in Electronic Documents		Finland	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	eac30d07cc5442a4b1fcc8d20c36fed9	https://help.sap.com/docs/SAP_S4HANA_CLOUD/1d9e8bfcd5ee447d91c62819e2d2ac60/eac30d07cc5442a4b1fcc8d20c36fed9.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Finland	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	7581bbbb964546d399e80c0a5031af9a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/1d9e8bfcd5ee447d91c62819e2d2ac60/7581bbbb964546d399e80c0a5031af9a.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		France	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	c044b13be5cf4707b130388f042b4070	https://help.sap.com/docs/SAP_S4HANA_CLOUD/33b132c0121c41f3b412258173d76b0d/c044b13be5cf4707b130388f042b4070.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		France	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	456bc8351d404b02ba5d519ccfb0f910	https://help.sap.com/docs/SAP_S4HANA_CLOUD/33b132c0121c41f3b412258173d76b0d/456bc8351d404b02ba5d519ccfb0f910.html?version=2608.500		
Setting Up the Customer Invoice List Report		France	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	6e57fb2d5b764d179f23fed9f2412abc	https://help.sap.com/docs/SAP_S4HANA_CLOUD/33b132c0121c41f3b412258173d76b0d/6e57fb2d5b764d179f23fed9f2412abc.html?version=2608.500		
Setting Up the Payment List Report		France	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	68e064246bd84901aa993cea475dade6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/33b132c0121c41f3b412258173d76b0d/68e064246bd84901aa993cea475dade6.html?version=2608.500		
Setting Up the Supplier Invoice List Report		France	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	dddc4ce9c6654d89a6e8fc074e7cb6f5	https://help.sap.com/docs/SAP_S4HANA_CLOUD/33b132c0121c41f3b412258173d76b0d/dddc4ce9c6654d89a6e8fc074e7cb6f5.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Greece	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	c34ba3da1f634adbb7edfa7ce143f460	https://help.sap.com/docs/SAP_S4HANA_CLOUD/459f5ce3120c4cf5b5b75dad8c522e18/c34ba3da1f634adbb7edfa7ce143f460.html?version=2608.500		
Maintaining Categories for General Ledger Accounts		Greece	Tax Type of VAT	Tax Type of VAT is not allowed.	Help	bffc1146abf94f649f3004e49c9e409a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/459f5ce3120c4cf5b5b75dad8c522e18/bffc1146abf94f649f3004e49c9e409a.html?version=2608.500		
Maintaining Categories for Tax Codes		Greece	Tax Type of Excluded or Deductions	Tax Type of Excluded or Deductions is not allowed.	Help	09d62154b6914b97bf73e12525dfd56a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/459f5ce3120c4cf5b5b75dad8c522e18/09d62154b6914b97bf73e12525dfd56a.html?version=2608.500		
Maintaining Categories for Withhold Tax Codes		Greece	Tax Types	The following Tax Types are not allowed:	Help	9a7e1ce46e6e4fd087b9df4cc73e4af8	https://help.sap.com/docs/SAP_S4HANA_CLOUD/459f5ce3120c4cf5b5b75dad8c522e18/9a7e1ce46e6e4fd087b9df4cc73e4af8.html?version=2608.500		
Read Access Logging Configurations in Document Compliance		Greece	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	8934afb1420749369b1b8afecf2cb9e6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/459f5ce3120c4cf5b5b75dad8c522e18/8934afb1420749369b1b8afecf2cb9e6.html?version=2608.500		
Configuring Reason Text (REASON_TEXT)		Hungary	For more information, see Configuring the Reason Text for Tax Exemption (TEXT_VAT_EXEMPT) or Configuring the Reason Text for	For more information, see Configuring the Reason Text for Tax Exemption (TEXT_VAT_EXEMPT) or Configuring the Reason Text for Out Of Scope for VAT (TEXT_OUT_OF_SCOPE).	Help	da0e162bbe954541bb8df8d16801f8aa	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/da0e162bbe954541bb8df8d16801f8aa.html?version=2608.500		
Configuring Reason Text (REASON_TEXT)		Hungary	Use this value mapping to specify a reason text for the tax code and its corresponding tax procedure that is tax-exempt or	Use this value mapping to specify a reason text for the tax code and its corresponding tax procedure that is tax-exempt or out of scope of VAT.	Help	da0e162bbe954541bb8df8d16801f8aa	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/da0e162bbe954541bb8df8d16801f8aa.html?version=2608.500		
Configuring Tax Exemption (VAT_EXEMPTION)		Hungary	The country/region specific tax exemption and tax	The country/region specific tax exemption and tax out of scope cases are both defined in the value mapping VAT_EXEMPTION.	Help	ece0a5f8fd7a47cd884d65da4f0a948f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/ece0a5f8fd7a47cd884d65da4f0a948f.html?version=2608.500		
Configuring Tax Exemption (VAT_EXEMPTION)		Hungary	Use this value mapping to map the country/region specific tax exemption and tax	Use this value mapping to map the country/region specific tax exemption and tax out of scope cases in your system to the ones required by the Hungarian tax authorities.	Help	ece0a5f8fd7a47cd884d65da4f0a948f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/ece0a5f8fd7a47cd884d65da4f0a948f.html?version=2608.500		
Configuring the Reason Text for Out Of Scope for VAT (TEXT_OUT_OF_SCOPE)		Hungary	Configuring the Reason Text for	Configuring the Reason Text for Out Of Scope for VAT (TEXT_OUT_OF_SCOPE)	Help	1e0551717826461b9be8a1325f913423	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/1e0551717826461b9be8a1325f913423.html?version=2608.500		
Configuring the Reason Text for Out Of Scope for VAT (TEXT_OUT_OF_SCOPE)		Hungary	Use this value mapping to specify a description for	Use this value mapping to specify a description for out of scope for VAT for each company code.	Help	1e0551717826461b9be8a1325f913423	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/1e0551717826461b9be8a1325f913423.html?version=2608.500		
Configuring the Tax Code for Exemption from the Scope of the VAT (TAX_CODE_VAT_LAW)		Hungary	Use this value mapping to specify the	Use this value mapping to specify the out of scope of VAT tax codes and its corresponding tax procedure.	Help	40f6585eceef4feab703bfe64a901723	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/40f6585eceef4feab703bfe64a901723.html?version=2608.500		
Defining Error Categories for Error Analysis (Recommended)		Hungary	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	677ed35214f74d60aecf6e4c25496334	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/677ed35214f74d60aecf6e4c25496334.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Hungary	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	5969a4dd5f914e54b88254cb6eb6234a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/5969a4dd5f914e54b88254cb6eb6234a.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Hungary	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	77f99f2ac5894c92b145bb5761431910	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/77f99f2ac5894c92b145bb5761431910.html?version=2608.500		
Setting Up the VAT Return (Electronic Submission)		Hungary	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	a7bd2bfbfd3e446ca08b0efcbafbedd5	https://help.sap.com/docs/SAP_S4HANA_CLOUD/e3843957b79a4b828c4187f3c45df09a/a7bd2bfbfd3e446ca08b0efcbafbedd5.html?version=2608.500		
Configuring Subcontracting		India	The challans expire after the validity period, and reconciliation	The challans expire after the validity period, and reconciliation is not possible once they have expired.	Help	5c35c91f998e4e4782694255323617ea	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/5c35c91f998e4e4782694255323617ea.html?version=2608.500		
Create a Tax Credit Transfer from a Non-ISD to an ISD Business Place		India	The Re-distribute and Create ISD Invoices - India app	The Re-distribute and Create ISD Invoices - India app does not currently support non-eligible.	Help	da80d298dade433e9d77398e5ae02a0e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/da80d298dade433e9d77398e5ae02a0e.html?version=2608.500		
Creating Invoices for Expired Challans		India	The challans expire after the validity period, and reconciliation	The challans expire after the validity period, and reconciliation is not possible once they have expired.	Help	89abd3d43e724dfa9d431f3addcb54f6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/89abd3d43e724dfa9d431f3addcb54f6.html?version=2608.500		
Defining Error Categories for Error Analysis (Recommended)		India	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	63058829c8f94d0297260686692dcfbc	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/63058829c8f94d0297260686692dcfbc.html?version=2608.500		
Defining Error Categories for Error Analysis (Recommended)		India	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	63058829c8f94d0297260686692dcfbc-238	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/63058829c8f94d0297260686692dcfbc-238.html?version=2608.500		
GSTR1 Report		India	The GSTR1 Report (Legacy)	The GSTR1 Report (Legacy) will not be supported from a future release.	Help	c8289d53d3294345bd1a6d98f84e70ef	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/c8289d53d3294345bd1a6d98f84e70ef.html?version=2608.500		
GSTR1A Report		India	The resubmission of the same document across India GSTR1 Report and India GSTR1A Report	The resubmission of the same document across India GSTR1 Report and India GSTR1A Report is not permitted.	Help	3611f2c144414ee29b589d85f911b01d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/3611f2c144414ee29b589d85f911b01d.html?version=2608.500		
GSTR6 Report		India	The GSTR6 report (Legacy)	The GSTR6 report (Legacy) will not be supported from a future release.	Help	39aba265dc61442d8a90f539c7d08d73	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/39aba265dc61442d8a90f539c7d08d73.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		India	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	9ff2febd343848b292382b0c42f59af0	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/9ff2febd343848b292382b0c42f59af0.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		India	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	052cbcf88b01446caed9efe1c820b07a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/052cbcf88b01446caed9efe1c820b07a.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		India	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	cf6bf92074d543d58c77380e94701b55	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/cf6bf92074d543d58c77380e94701b55.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		India	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	1f253d45b9164b48b6547da31c997ffc	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/1f253d45b9164b48b6547da31c997ffc.html?version=2608.500		
Integrating SAP S/4HANA Cloud and GST Suvidha Provider (GSP) using SAP Integration Suite		India	Any deviations or additional modifications beyond the specified instructions in the integration guide may lead to functionality issues, which	Any deviations or additional modifications beyond the specified instructions in the integration guide may lead to functionality issues, which is not supported by SAP.	Help	4113b441fa2d4256be32b57998868b1b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/4113b441fa2d4256be32b57998868b1b.html?version=2608.500		
Integrating SAP S/4HANA Cloud and GST Suvidha Provider (GSP) using SAP Integration Suite		India	Any deviations or additional modifications beyond the specified instructions in the integration guide may lead to functionality issues, which	Any deviations or additional modifications beyond the specified instructions in the integration guide may lead to functionality issues, which is not supported by SAP.	Help	7c84c4d0473f4339a73a70ef247b69ff	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/7c84c4d0473f4339a73a70ef247b69ff.html?version=2608.500		
Maintaining Aadhaar Number for Business Partners		India	to modify the Aadhaar number after transactions have been posted.	Enter a valid and correct Aadhaar number because it is not allowed to modify the Aadhaar number after transactions have been posted.	Help	d829db144947495c9628f7265941b728	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/d829db144947495c9628f7265941b728.html?version=2608.500		
Maintaining Permanent Account Number (PAN) for Business Partners in Contract Accounting		India	to modify the PAN after transactions have been posted.	Enter a valid and correct PAN because it is not allowed to modify the PAN after transactions have been posted.	Help	4b50a30c2dfe4be880a6b2af17836129	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/4b50a30c2dfe4be880a6b2af17836129.html?version=2608.500		
Maintaining Permanent Account Number (PAN) for Customers		India	to modify the PAN after transactions have been posted.	Enter a valid and correct PAN because it is not allowed to modify the PAN after transactions have been posted.	Help	3d62466463f14756ad03ada4da511740	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/3d62466463f14756ad03ada4da511740.html?version=2608.500		
Maintaining Permanent Account Number (PAN) for Suppliers		India	to modify the PAN after transactions have been posted.	Enter a valid and correct PAN because it is not allowed to modify the PAN after transactions have been posted.	Help	94aaeee0d59644a5a2e453cedc984443	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/94aaeee0d59644a5a2e453cedc984443.html?version=2608.500		
Reconcile and File GSTR6		India	For GSTR6, the Reset action	For GSTR6, the Reset action is not available once the Reconcile and File GSTR6 Report reporting activity has been completed.	Help	ae9ee655768f4dcdbb808f733c1cf4ab	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/ae9ee655768f4dcdbb808f733c1cf4ab.html?version=2608.500		
Save GSTR6		India	For GSTR6, the Reset action	For GSTR6, the Reset action is not available once the Reconcile and File GSTR6 Report reporting activity has been completed.	Help	0d54114163e144e881bb73efcceaf78b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/0d54114163e144e881bb73efcceaf78b.html?version=2608.500		
Save ISD Credit Allocation Details		India	For GSTR6, the Reset action	For GSTR6, the Reset action is not available once the Reconcile and File GSTR6 Report reporting activity has been completed.	Help	dae5d1636622431094265fa9e689902f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/dae5d1636622431094265fa9e689902f.html?version=2608.500		
Setting Up Electronic Document Data for GSTR2A, IMS and GSTR2B		India	As of now, document amendments (invoice, credit memo amendment, and so on) scenario and e-commerce related sections	As of now, document amendments (invoice, credit memo amendment, and so on) scenario and e-commerce related sections are not supported in GSTR2A, IMS and GSTR2B.	Help	6b2d2a4556d84f0195dfef53f6d04865	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/6b2d2a4556d84f0195dfef53f6d04865.html?version=2608.500		As of now, document amendments (invoice, credit memo amendment, and so on) scenario and e-commerce related sections are not suppo
Setting Up Electronic Document Data for GSTR6A		India	As of now, document amendments (invoice, credit memo amendment, and so on) scenario	As of now, document amendments (invoice, credit memo amendment, and so on) scenario is not supported in GSTR6A.	Help	1d13d1ee9b9e493bb5df96997ea38a71	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/1d13d1ee9b9e493bb5df96997ea38a71.html?version=2608.500		As of now, document amendments (invoice, credit memo amendment, and so on) scenario is not supported in GSTR6A
Setting Up the GSTR3B Report		India	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	b5537ef34d8548bdae23c77140bafbde	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/b5537ef34d8548bdae23c77140bafbde.html?version=2608.500		
Setting Up the GSTR6 Report		India	the manual submission (that is, the manual or electronic file format or data for manual input)	Note that the manual submission (that is, the manual or electronic file format or data for manual input) is not supported.	Help	258f791d99b348529f7ae5933839ca7d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/258f791d99b348529f7ae5933839ca7d.html?version=2608.500		
Tax Groups for GSTR3B		India	Currently, a few sections of GSTR3B	Currently, a few sections of GSTR3B are not supported from SAP.	Help	df26cd3153e74b4e8b72a68634c8f450	https://help.sap.com/docs/SAP_S4HANA_CLOUD/634261119fec4d58970471f2c4a9a740/df26cd3153e74b4e8b72a68634c8f450.html?version=2608.500		
Activating Official Document Numbering in Convergent Invoicing		Ireland	Official document numbering (ODN)	Official document numbering (ODN) is not available for Ireland in the standard system, but you can activate it and then configure it according to your requirements.	Help	30282f7bd6cc482b92179f72fd046c45	https://help.sap.com/docs/SAP_S4HANA_CLOUD/04664a68c9a04375bd8dd0935775b141/30282f7bd6cc482b92179f72fd046c45.html?version=2608.500		
Activation of Official Document Numbering in Convergent Invoicing		Ireland	Official document numbering (ODN)	Official document numbering (ODN) is not available for Ireland in the standard system, but you can activate it and then configure it according to your requirements.	Help	5c8f83b2bb794b50a305693c4342d70c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/04664a68c9a04375bd8dd0935775b141/5c8f83b2bb794b50a305693c4342d70c.html?version=2608.500		
Activation of Official Document Numbering in Convergent Invoicing		Ireland	Official document numbering (ODN)	Official document numbering (ODN) is not available for Ireland in the standard system, but you can activate it.	Help	5c8f83b2bb794b50a305693c4342d70c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/04664a68c9a04375bd8dd0935775b141/5c8f83b2bb794b50a305693c4342d70c.html?version=2608.500		
Convergent Invoicing		Ireland	Official document numbering (ODN)	Official document numbering (ODN) is not available for Ireland in the standard system, but you can activate it.	Help	3e238aeaa83740a5a13ea0dd300e917a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/04664a68c9a04375bd8dd0935775b141/3e238aeaa83740a5a13ea0dd300e917a.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Ireland	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	8dfbf47a38b843fba1e025e6055c881a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/04664a68c9a04375bd8dd0935775b141/8dfbf47a38b843fba1e025e6055c881a.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Ireland	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	7fba9ed37016416d9fe03a2ae0b756c9	https://help.sap.com/docs/SAP_S4HANA_CLOUD/04664a68c9a04375bd8dd0935775b141/7fba9ed37016416d9fe03a2ae0b756c9.html?version=2608.500		
Configuring Value for Exclusion of Line Items Based on G/L Accounts (EXCLUDE_LINE_ITEM_GL) (Optional)		Italy	This ensures that line items	This ensures that line items are excluded from the XML of financial accounting documents and invoice verification documents.	Help	dbea26d2084b4698adeda5f7ea1ff5fa	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/dbea26d2084b4698adeda5f7ea1ff5fa.html?version=2608.500		
Configuring Value for Replacement of Invalid Char (GET_CHAR_REPLACEMENT)		Italy	Use this value mapping to customize character replacements to avoid rejection of the electronic invoice due to characters that	Use this value mapping to customize character replacements to avoid rejection of the electronic invoice due to characters that are not allowed by the tax authority.	Help	af309381ad2148019b78c40e459dc150	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/af309381ad2148019b78c40e459dc150.html?version=2608.500		
Creating Condition Records for Tax Exemption License		Italy	(Code for tax	(Code for tax Out of scope Art.	Help	572d61dbdbcb43aa9ec9e82cd5547ed2	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/572d61dbdbcb43aa9ec9e82cd5547ed2.html?version=2608.500		
Creating Document Journals		Italy	This option	This option is not available in the Document Journal job template.	Help	c4c81fdaa1d2427b9e5172e2b302d2ba	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/c4c81fdaa1d2427b9e5172e2b302d2ba.html?version=2608.500		
Defining Error Categories for Error Analysis (Recommended)		Italy	Multiple user IDs	Multiple user IDs are not allowed in this field.	Help	d476d18340bd480f88c06960d31a9019	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/d476d18340bd480f88c06960d31a9019.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Italy	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	3d9bf29e0c3949b9943d76758440bc1b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/3d9bf29e0c3949b9943d76758440bc1b.html?version=2608.500		
General Configuration for Read Access Logging in Electronic Documents		Italy	Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	2d02476109764c1cacb3390f4edc9e13	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/2d02476109764c1cacb3390f4edc9e13.html?version=2608.500		
Mapping Fields to the XML File		Italy	This ensures that line items	This ensures that line items are excluded from the XML of financial accounting documents and invoice verification documents.	Help	fcdaffd9ac9445d6b7aa51a5d0a32828	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/fcdaffd9ac9445d6b7aa51a5d0a32828.html?version=2608.500		
Mapping Fields to the XML File		Italy	Use this value mapping to customize character replacements to avoid rejection of the electronic invoice due to characters that	Use this value mapping to customize character replacements to avoid rejection of the electronic invoice due to characters that are not allowed by the tax authority.	Help	fcdaffd9ac9445d6b7aa51a5d0a32828	https://help.sap.com/docs/SAP_S4HANA_CLOUD/4603118feda9495892abadbe8f8c3d14/fcdaffd9ac9445d6b7aa51a5d0a32828.html?version=2608.500		
